0,3,29,0,0
0,0,29,0,0
0,0,15,0,0
0,0,27,0,222
0,3,18,-7,222
0,0,42,13,222
0,0,20,-6,21
0,3,67,11,21
0,0,66,11,21
0,0,66,10,21
0,0,67,14,79
0,0,66,13,79
0,0,66,12,79
0,0,68,22,79
0,0,68,23,79
0,0,68,22,349
0,0,68,22,259
0,0,68,22,259
0,0,64,2,259
0,0,64,2,259
0,0,64,2,169
0,0,64,2,79
0,0,64,2,79
0,0,68,20,79
0,3,68,21,79
0,0,68,21,79
0,0,68,21,169
0,0,68,21,169
0,0,67,21,169
0,3,64,22,169
0,0,64,22,79
0,3,64,22,79
0,0,64,22,79
0,0,61,22,349
0,0,64,22,349
0,0,89,17,349
0,0,105,22,79
0,0,106,25,79
0,0,106,25,79
0,0,106,25,79
0,0,108,35,79
0,0,109,35,349
0,0,109,41,79
0,0,110,45,79
0,0,110,45,169
0,0,110,46,79
0,0,110,45,79
0,0,112,56,79
0,0,112,57,79
0,0,112,56,349
0,0,116,55,349
0,0,132,52,349
0,0,133,53,259
0,0,132,52,259
0,0,134,61,79
0,0,132,52,79
0,0,138,82,79
0,3,145,120,79
0,0,149,112,112
0,0,137,142,112
0,3,128,164,112
0,0,125,158,239
0,3,118,148,239
0,0,141,136,150
0,0,83,169,150
0,3,75,174,150
0,0,80,163,291
0,3,98,115,291
0,0,96,119,291
0,0,106,130,61
0,3,140,191,61
0,0,138,194,296
0,0,146,178,296
0,3,146,178,296
0,0,142,177,200
0,3,101,162,200
0,0,74,166,351
0,0,126,158,351
0,3,128,157,351
0,3,128,157,351
0,0,128,158,192
0,0,60,143,192
0,3,47,140,192
0,0,42,136,223
0,3,44,137,223
0,0,44,136,96
0,3,43,142,96
0,0,22,122,44
0,0,62,160,44
0,3,62,160,44
0,0,78,153,335
0,0,145,122,335
0,3,189,101,335
0,0,193,78,99
0,0,185,128,99
0,3,180,156,99
0,0,180,156,66
0,0,203,206,66
0,3,203,208,66
0,3,203,208,66
0,0,199,203,221
0,0,162,171,221
0,3,150,160,221
0,0,145,168,125
0,3,141,173,125
0,0,146,179,51
0,0,181,223,51
0,3,183,224,51
0,0,182,227,103
0,3,179,241,103
0,0,179,241,170
0,0,179,241,170
0,0,168,243,170
0,0,168,243,170

