1,0,0,0,0
1,0,0,0,0
1,0,10,0,0
1,0,10,0,0
1,0,10,0,90
1,0,10,0,0
1,3,10,0,0
1,0,10,0,0
1,0,10,0,0
1,0,10,0,270
1,0,10,-5,270
1,3,10,-12,270
1,0,10,-12,270
1,3,10,-12,270
1,0,10,0,270
1,0,10,8,270
1,0,10,-10,156
1,3,-3,-4,156
1,0,-2,-4,156
1,0,-2,-4,50
1,3,6,5,50
1,0,5,4,50
1,0,5,4,50
1,0,12,12,50
1,0,12,12,50
1,0,12,12,320
1,0,12,12,320
1,0,28,0,320
1,0,28,-1,320
1,0,30,2,230
1,0,28,0,230
1,0,28,0,140
1,0,28,0,140
1,0,13,11,140
1,3,2,20,140
1,0,2,20,253
1,3,-2,4,253
1,0,-2,3,102
1,3,-4,12,102
1,0,-32,22,340
1,0,16,4,340
1,3,82,-19,340
1,0,81,-22,72
1,0,88,-1,72
1,0,88,-1,72
1,0,88,0,72
1,0,91,8,72
1,0,91,8,72
1,0,91,8,342
1,0,91,8,342
1,0,110,1,342
1,0,108,-6,252
1,0,110,1,252
1,0,106,-12,252
1,0,101,-27,252
1,0,101,-27,162
1,0,101,-27,72
1,0,101,-27,72
1,0,113,11,72
1,0,113,11,72
1,0,113,11,342
1,0,113,11,252
1,0,112,8,252
1,0,98,-36,252
1,0,98,-37,252
1,0,98,-36,162
1,0,98,-36,162
1,3,51,-21,162
1,0,52,-22,162
1,0,58,-28,310
1,3,68,-40,310
1,0,68,-40,11
1,3,106,-33,11
1,0,84,-54,45
1,3,128,-11,45
1,0,127,0,273
1,0,129,-28,273
1,3,129,-39,273
1,0,128,-39,338
1,3,161,-52,338
1,0,156,-82,82
1,3,163,-35,82
1,0,150,-30,332
1,0,172,-42,332
1,3,198,-55,332
1,0,199,-54,232
1,3,192,-63,232
1,0,193,-64,120
1,3,190,-58,120
1,0,175,-82,55
1,0,191,-60,55
1,0,191,-60,55
1,0,197,-51,55
1,0,197,-51,325
1,0,197,-51,325
1,0,213,-63,325
1,0,214,-63,325
1,0,214,-63,325
1,0,213,-63,235
1,0,213,-63,235
1,0,196,-88,235
1,0,196,-88,235
1,0,196,-88,145
1,0,196,-88,55
1,0,197,-86,55
1,0,219,-54,55
1,0,219,-54,235
1,0,219,-54,235
1,0,190,-96,235
1,0,190,-96,235
1,0,190,-96,55
1,0,190,-96,55
1,0,196,-87,55
1,0,197,-87,55
1,0,196,-87,145
1,0,196,-87,145
1,0,179,-75,145

